"","Metric","Date","AvgC","AvgT","StdC","StdT","NC","NT"
"6790","CustomNavBarVerticalDeeplinksCoverage",2016-08-12,0,0,0,0,2388602,2390056
"6791","CustomNavBarVerticalDeeplinksPCR",2016-07-30,0,0,0,0,1400023,1399150
"6792","CustomNavBarVerticalDeeplinksPCR",2016-07-31,0,0,0,0,1428657,1430855
"6793","CustomNavBarVerticalDeeplinksPCR",2016-08-01,0,0,0,0,2243454,2244708
"6794","CustomNavBarVerticalDeeplinksPCR",2016-08-02,0,0,0,0,2219949,2219621
"6795","CustomNavBarVerticalDeeplinksPCR",2016-08-03,0,0,0,0,2207500,2206242
"6796","CustomNavBarVerticalDeeplinksPCR",2016-08-04,0,0,0,0,2308661,2308457
"6797","CustomNavBarVerticalDeeplinksPCR",2016-08-05,0,0,0,0,2227604,2230947
"6798","CustomNavBarVerticalDeeplinksPCR",2016-08-06,0,0,0,0,1530784,1532726
"6799","CustomNavBarVerticalDeeplinksPCR",2016-08-07,0,0,0,0,1673942,1673667
"6800","CustomNavBarVerticalDeeplinksPCR",2016-08-08,0,0,0,0,2630029,2633732
"6801","CustomNavBarVerticalDeeplinksPCR",2016-08-09,0,0,0,0,2574308,2574273
"6802","CustomNavBarVerticalDeeplinksPCR",2016-08-10,0,0,0,0,2587576,2588170
"6803","CustomNavBarVerticalDeeplinksPCR",2016-08-11,0,0,0,0,2544461,2546650
"6804","CustomNavBarVerticalDeeplinksPCR",2016-08-12,0,0,0,0,2388602,2390056
"6805","CustomerServiceNumber_Deeplinks_Coverage",2016-07-30,0.04302443,0.043410684,0.175262338,0.176022473,1400023,1399150
"6806","CustomerServiceNumber_Deeplinks_Coverage",2016-07-31,0.042031413,0.041881605,0.172582954,0.172258921,1428657,1430855
"6807","CustomerServiceNumber_Deeplinks_Coverage",2016-08-01,0.047876455,0.047894931,0.183101625,0.183214013,2243454,2244708
"6808","CustomerServiceNumber_Deeplinks_Coverage",2016-08-02,0.045748861,0.045849227,0.179465921,0.179454054,2219949,2219621
"6809","CustomerServiceNumber_Deeplinks_Coverage",2016-08-03,0.045290251,0.045315086,0.178752383,0.178811989,2207500,2206242
"6810","CustomerServiceNumber_Deeplinks_Coverage",2016-08-04,0.044785584,0.044690082,0.177896069,0.177701044,2308661,2308457
"6811","CustomerServiceNumber_Deeplinks_Coverage",2016-08-05,0.046355603,0.046051486,0.180958466,0.180175175,2227604,2230947
"6812","CustomerServiceNumber_Deeplinks_Coverage",2016-08-06,0.041820645,0.041617557,0.172226112,0.172069703,1530784,1532726
"6813","CustomerServiceNumber_Deeplinks_Coverage",2016-08-07,0.040540487,0.040556306,0.169236114,0.16970291,1673942,1673667
"6814","CustomerServiceNumber_Deeplinks_Coverage",2016-08-08,0.045887274,0.045886072,0.179297723,0.179452919,2630029,2633732
"6815","CustomerServiceNumber_Deeplinks_Coverage",2016-08-09,0.04452261,0.044548073,0.177085762,0.176990093,2574308,2574273
"6816","CustomerServiceNumber_Deeplinks_Coverage",2016-08-10,0.044550459,0.044463477,0.177171829,0.176928566,2587576,2588170
"6817","CustomerServiceNumber_Deeplinks_Coverage",2016-08-11,0.044488635,0.044386272,0.177225732,0.177044142,2544461,2546650
"6818","CustomerServiceNumber_Deeplinks_Coverage",2016-08-12,0.045874597,0.045885062,0.180266637,0.180297216,2388602,2390056
"6819","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-07-30,0.000348021,0.000383804,0.01466234,0.015441546,1400023,1399150
"6820","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-07-31,0.000312647,0.000314501,0.013642005,0.013888684,1428657,1430855
"6821","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-01,0.000305008,0.000304335,0.013518238,0.01343481,2243454,2244708
"6822","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-02,0.000302911,0.000293012,0.013551756,0.013387758,2219949,2219621
"6823","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-03,0.000301289,0.000295188,0.013433655,0.013369344,2207500,2206242
"6824","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-04,0.000297318,0.00031044,0.01315812,0.013782805,2308661,2308457
"6825","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-05,0.000343772,0.000352148,0.014569982,0.014639591,2227604,2230947
"6826","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-06,0.000348776,0.000337004,0.014733871,0.014400021,1530784,1532726
"6827","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-07,0.000305432,0.000317415,0.013908192,0.013941401,1673942,1673667
"6828","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-08,0.000294197,0.000295294,0.01312056,0.013388514,2630029,2633732
"6829","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-09,0.000295388,0.000296805,0.013227608,0.013506553,2574308,2574273
"6830","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-10,0.000293313,0.000305748,0.013154455,0.013730301,2587576,2588170
"6831","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-11,0.000297355,0.000313888,0.013233431,0.013937598,2544461,2546650
"6832","DCardAllLevelAnswerPageCTR_AllQueryEngagement",2016-08-12,0.000340771,0.000346007,0.014438645,0.014797609,2388602,2390056
"6833","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-07-30,0.030638805,0.030445441,0.146381936,0.145933782,1400023,1399150
"6834","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-07-31,0.029928591,0.029859162,0.144201306,0.144123038,1428657,1430855
"6835","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-01,0.033668969,0.033623144,0.151805961,0.15175567,2243454,2244708
"6836","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-02,0.032876588,0.032678576,0.150254699,0.149766381,2219949,2219621
"6837","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-03,0.032353353,0.032446887,0.149234569,0.149396846,2207500,2206242
"6838","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-04,0.032406369,0.032381768,0.149318882,0.149439185,2308661,2308457
"6839","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-05,0.034217538,0.034246967,0.153762434,0.153807167,2227604,2230947
"6840","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-06,0.030537657,0.030305162,0.146088339,0.1454445,1530784,1532726
"6841","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-07,0.029463434,0.02916682,0.143250493,0.142679206,1673942,1673667
"6842","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-08,0.033112677,0.032818794,0.150572481,0.149918982,2630029,2633732
"6843","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-09,0.032276404,0.032316035,0.149115092,0.149089387,2574308,2574273
"6844","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-10,0.032388136,0.031952998,0.149324092,0.148084775,2587576,2588170
"6845","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-11,0.032099085,0.03197635,0.148666919,0.148417381,2544461,2546650
"6846","DCardAllLevelAnswerPageCov_AllQueryEngagement",2016-08-12,0.033297068,0.033441355,0.151693004,0.15221854,2388602,2390056
"6847","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-07-30,0.043759558,0.043706035,0.17758987,0.177411004,1400023,1399150
"6848","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-07-31,0.043099117,0.043183243,0.175749901,0.176109816,1428657,1430855
"6849","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-01,0.043164618,0.04347844,0.175264639,0.175942403,2243454,2244708
"6850","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-02,0.042544687,0.042497135,0.174268958,0.174221726,2219949,2219621
"6851","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-03,0.042332136,0.04229323,0.174254293,0.173963666,2207500,2206242
"6852","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-04,0.042415809,0.042440228,0.174504114,0.174474641,2308661,2308457
"6853","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-05,0.042243966,0.042490768,0.173803681,0.174554642,2227604,2230947
"6854","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-06,0.042152741,0.042271718,0.174100275,0.174423757,1530784,1532726
"6855","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-07,0.041719191,0.041684235,0.17332122,0.1731642,1673942,1673667
"6856","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-08,0.042479481,0.042643383,0.17378545,0.17433319,2630029,2633732
"6857","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-09,0.04125904,0.041469828,0.171686094,0.172180459,2574308,2574273
"6858","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-10,0.040941394,0.041040009,0.171109897,0.17135394,2587576,2588170
"6859","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-11,0.041349757,0.041271669,0.171948084,0.171861826,2544461,2546650
"6860","DCardAllLevelDeepPageCTR_AllQueryEngagement",2016-08-12,0.04211536,0.042354661,0.173516426,0.174152148,2388602,2390056
"6861","DCardAllLevelItemCTR",2016-07-30,0.734166149,0.733677696,0.39400402,0.394043368,627144,627611
"6862","DCardAllLevelItemCTR",2016-07-31,0.728136484,0.72779173,0.396582203,0.396894198,640450,641557
"6863","DCardAllLevelItemCTR",2016-08-01,0.746437397,0.745832052,0.387851604,0.388417433,1018718,1019648
"6864","DCardAllLevelItemCTR",2016-08-02,0.747831995,0.747418382,0.387715171,0.388045603,999374,998363
"6865","DCardAllLevelItemCTR",2016-08-03,0.747237021,0.74701609,0.388634224,0.388781359,984555,984704
"6866","DCardAllLevelItemCTR",2016-08-04,0.744644864,0.744394923,0.390302037,0.390592738,1032199,1032503
"6867","DCardAllLevelItemCTR",2016-08-05,0.743538816,0.74389068,0.389944674,0.390051542,997359,996803
"6868","DCardAllLevelItemCTR",2016-08-06,0.732536787,0.73259419,0.39470715,0.394992911,675619,675352
"6869","DCardAllLevelItemCTR",2016-08-07,0.733110224,0.733196022,0.394247558,0.394541818,733820,733231
"6870","DCardAllLevelItemCTR",2016-08-08,0.746100279,0.746729864,0.387924291,0.388080995,1185017,1186371
"6871","DCardAllLevelItemCTR",2016-08-09,0.74523283,0.745528926,0.389327954,0.389149221,1148061,1149743
"6872","DCardAllLevelItemCTR",2016-08-10,0.745311965,0.744678844,0.389330012,0.389594152,1160166,1160753
"6873","DCardAllLevelItemCTR",2016-08-11,0.742767117,0.743401808,0.390333304,0.390185783,1144851,1144931
"6874","DCardAllLevelItemCTR",2016-08-12,0.74209128,0.743691747,0.390767315,0.389984363,1079160,1079327
"6875","DCardAllLevelPageCTR_AllQueryEngagement",2016-07-30,0.233090605,0.233438386,0.374347068,0.37458153,1400023,1399150
"6876","DCardAllLevelPageCTR_AllQueryEngagement",2016-07-31,0.229075477,0.229373464,0.371098233,0.371367467,1428657,1430855
"6877","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-01,0.235954852,0.23554759,0.374338311,0.374079325,2243454,2244708
"6878","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-02,0.234547844,0.234270644,0.374046804,0.373982762,2219949,2219621
"6879","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-03,0.233031722,0.232882399,0.37375957,0.373604434,2207500,2206242
"6880","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-04,0.233415884,0.233309587,0.374118145,0.374072916,2308661,2308457
"6881","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-05,0.23302824,0.232705245,0.373285791,0.373345119,2227604,2230947
"6882","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-06,0.2276381,0.22714831,0.370844983,0.370664547,1530784,1532726
"6883","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-07,0.224659259,0.224688114,0.368796748,0.368924992,1673942,1673667
"6884","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-08,0.233409211,0.233278027,0.372858915,0.372906773,2630029,2633732
"6885","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-09,0.231009455,0.23147528,0.372057831,0.372338768,2574308,2574273
"6886","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-10,0.233200706,0.232939668,0.373469355,0.373227779,2587576,2588170
"6887","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-11,0.233598899,0.233720996,0.37348972,0.373744304,2544461,2546650
"6888","DCardAllLevelPageCTR_AllQueryEngagement",2016-08-12,0.235629724,0.236217282,0.374925155,0.375387954,2388602,2390056
"6889","DCardAllLevelPageCov_AllQueryEngagement",2016-07-30,0.308932518,0.309428426,0.413475794,0.413776287,1400023,1399150
"6890","DCardAllLevelPageCov_AllQueryEngagement",2016-07-31,0.306122802,0.306680364,0.41148726,0.411877611,1428657,1430855
"6891","DCardAllLevelPageCov_AllQueryEngagement",2016-08-01,0.307774328,0.307616408,0.410619468,0.410525188,2243454,2244708
"6892","DCardAllLevelPageCov_AllQueryEngagement",2016-08-02,0.305440807,0.305040619,0.410319215,0.410102446,2219949,2219621
"6893","DCardAllLevelPageCov_AllQueryEngagement",2016-08-03,0.303597201,0.303353245,0.41008675,0.4098896,2207500,2206242
"6894","DCardAllLevelPageCov_AllQueryEngagement",2016-08-04,0.303756574,0.303741796,0.410235039,0.410177637,2308661,2308457
"6895","DCardAllLevelPageCov_AllQueryEngagement",2016-08-05,0.305198369,0.304550412,0.410488889,0.410356421,2227604,2230947
"6896","DCardAllLevelPageCov_AllQueryEngagement",2016-08-06,0.302342838,0.301689988,0.410728738,0.410436105,1530784,1532726
"6897","DCardAllLevelPageCov_AllQueryEngagement",2016-08-07,0.298453904,0.298408812,0.408878319,0.408887084,1673942,1673667
"6898","DCardAllLevelPageCov_AllQueryEngagement",2016-08-08,0.304852334,0.304390201,0.409637927,0.409409507,2630029,2633732
"6899","DCardAllLevelPageCov_AllQueryEngagement",2016-08-09,0.301950155,0.302360822,0.409082219,0.409213701,2574308,2574273
"6900","DCardAllLevelPageCov_AllQueryEngagement",2016-08-10,0.304843026,0.304937101,0.410309694,0.410364464,2587576,2588170
"6901","DCardAllLevelPageCov_AllQueryEngagement",2016-08-11,0.306791933,0.306332958,0.411254368,0.411036579,2544461,2546650
"6902","DCardAllLevelPageCov_AllQueryEngagement",2016-08-12,0.3093183,0.30938143,0.412478046,0.412575981,2388602,2390056
"6903","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-07-30,0.232469238,0.23279418,0.374093604,0.37432112,1400023,1399150
"6904","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-07-31,0.228494354,0.228774477,0.370862737,0.371121535,1428657,1430855
"6905","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-01,0.235400424,0.234982924,0.37412957,0.37385136,2243454,2244708
"6906","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-02,0.2339856,0.233715088,0.373823317,0.37375816,2219949,2219621
"6907","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-03,0.232478581,0.23232147,0.373544841,0.373372465,2207500,2206242
"6908","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-04,0.232861465,0.232734762,0.373903344,0.37383884,2308661,2308457
"6909","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-05,0.232427668,0.232104399,0.37303985,0.373101823,2227604,2230947
"6910","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-06,0.227014724,0.22653354,0.370586465,0.370410081,1530784,1532726
"6911","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-07,0.22409203,0.22409446,0.368556194,0.368674739,1673942,1673667
"6912","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-08,0.232867517,0.232741619,0.372653629,0.372687505,2630029,2633732
"6913","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-09,0.230458024,0.230911182,0.371837574,0.372104049,2574308,2574273
"6914","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-10,0.232653547,0.232377934,0.373256663,0.373004614,2587576,2588170
"6915","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-11,0.233045035,0.233139215,0.373270729,0.373504955,2544461,2546650
"6916","DCardAllLevelWebPageCTR_AllQueryEngagement",2016-08-12,0.235028604,0.235627743,0.374682408,0.375146486,2388602,2390056
"6917","DCardAllLevelWebPageCov_AllQueryEngagement",2016-07-30,0.308932518,0.309428426,0.413475794,0.413776287,1400023,1399150
"6918","DCardAllLevelWebPageCov_AllQueryEngagement",2016-07-31,0.306122802,0.306680364,0.41148726,0.411877611,1428657,1430855
"6919","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-01,0.307774328,0.307616408,0.410619468,0.410525188,2243454,2244708
"6920","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-02,0.305440807,0.305040619,0.410319215,0.410102446,2219949,2219621
"6921","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-03,0.303597201,0.303353245,0.41008675,0.4098896,2207500,2206242
"6922","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-04,0.303756574,0.303741796,0.410235039,0.410177637,2308661,2308457
"6923","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-05,0.305198369,0.304550412,0.410488889,0.410356421,2227604,2230947
"6924","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-06,0.302342838,0.301689988,0.410728738,0.410436105,1530784,1532726
"6925","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-07,0.298453904,0.298408812,0.408878319,0.408887084,1673942,1673667
"6926","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-08,0.304852334,0.304390201,0.409637927,0.409409507,2630029,2633732
"6927","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-09,0.301950155,0.302360822,0.409082219,0.409213701,2574308,2574273
"6928","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-10,0.304843026,0.304937101,0.410309694,0.410364464,2587576,2588170
"6929","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-11,0.306791933,0.306332958,0.411254368,0.411036579,2544461,2546650
"6930","DCardAllLevelWebPageCov_AllQueryEngagement",2016-08-12,0.3093183,0.30938143,0.412478046,0.412575981,2388602,2390056
"6931","DSQAbandoned_PFailure",2016-07-30,0.870765065,0.873858449,2.655113921,2.643055724,1686301,1685535
"6932","DSQAbandoned_PFailure",2016-07-31,0.902053732,0.899903098,2.717419073,2.713332601,1730898,1731642
"6933","DSQAbandoned_PFailure",2016-08-01,0.791627504,0.794978129,2.481940989,2.50494734,2616209,2618267
"6934","DSQAbandoned_PFailure",2016-08-02,0.783802954,0.782706103,2.457762421,2.489393211,2601215,2601808
"6935","DSQAbandoned_PFailure",2016-08-03,0.773486961,0.772013701,2.449334752,2.435880228,2579048,2577304
"6936","DSQAbandoned_PFailure",2016-08-04,0.770842008,0.775191147,2.412612995,2.416194675,2699308,2698319
"6937","DSQAbandoned_PFailure",2016-08-05,0.777996898,0.7796428,2.443699959,2.414290697,2606887,2609858
"6938","DSQAbandoned_PFailure",2016-08-06,0.886254238,0.884370148,2.657339428,2.641446123,1849581,1850491
"6939","DSQAbandoned_PFailure",2016-08-07,0.916658791,0.91434758,2.732586845,2.747091851,2031540,2031116
"6940","DSQAbandoned_PFailure",2016-08-08,0.802166421,0.800593775,2.498833892,2.480337724,3067179,3071534
"6941","DSQAbandoned_PFailure",2016-08-09,0.797565436,0.798927348,2.463534797,2.486764114,2999552,2999667
"6942","DSQAbandoned_PFailure",2016-08-10,0.814202853,0.81811482,2.507647252,2.519255358,3020886,3020433
"6943","DSQAbandoned_PFailure",2016-08-11,0.814602885,0.816618223,2.506020426,2.520175906,2967085,2969788
"6944","DSQAbandoned_PFailure",2016-08-12,0.813193674,0.813131082,2.524580914,2.54080699,2791656,2793814
"6945","DSQAbandoned_PSuccess",2016-07-30,0.562924413,0.562540084,0.966325737,0.967704346,1686301,1685535
"6946","DSQAbandoned_PSuccess",2016-07-31,0.571585385,0.571085709,0.975432645,0.977609408,1730898,1731642
"6947","DSQAbandoned_PSuccess",2016-08-01,0.538889286,0.539105065,0.943183439,0.944041629,2616209,2618267
"6948","DSQAbandoned_PSuccess",2016-08-02,0.537193965,0.536827083,0.937518045,0.937696132,2601215,2601808
"6949","DSQAbandoned_PSuccess",2016-08-03,0.534372373,0.534339372,0.928107572,0.928026916,2579048,2577304
"6950","DSQAbandoned_PSuccess",2016-08-04,0.532496477,0.532537109,0.922004979,0.924231795,2699308,2698319
"6951","DSQAbandoned_PSuccess",2016-08-05,0.538674672,0.53723306,0.932906041,0.9309453,2606887,2609858
"6952","DSQAbandoned_PSuccess",2016-08-06,0.573086553,0.572074655,0.977058574,0.974457746,1849581,1850491
"6953","DSQAbandoned_PSuccess",2016-08-07,0.578701871,0.577560317,0.976848534,0.974608048,2031540,2031116
"6954","DSQAbandoned_PSuccess",2016-08-08,0.540533174,0.539413205,0.93782887,0.936445536,3067179,3071534
"6955","DSQAbandoned_PSuccess",2016-08-09,0.540159664,0.540866703,0.933817231,0.934812444,2999552,2999667
"6956","DSQAbandoned_PSuccess",2016-08-10,0.542453108,0.542589423,0.935058392,0.935110904,3020886,3020433
"6957","DSQAbandoned_PSuccess",2016-08-11,0.540084291,0.540319713,0.932859452,0.933194176,2967085,2969788
"6958","DSQAbandoned_PSuccess",2016-08-12,0.53762498,0.536951995,0.929190711,0.928010729,2791656,2793814
"6959","DSQClickOnResultsRate",2016-07-30,0.511464678,0.511871637,0.419955383,0.419735547,1686301,1685535
"6960","DSQClickOnResultsRate",2016-07-31,0.506425372,0.507414157,0.418761016,0.41888045,1730898,1731642
"6961","DSQClickOnResultsRate",2016-08-01,0.548673004,0.548783754,0.418656035,0.418601999,2616209,2618267
"6962","DSQClickOnResultsRate",2016-08-02,0.546620684,0.546883561,0.419107647,0.41930779,2601215,2601808
"6963","DSQClickOnResultsRate",2016-08-03,0.541482004,0.541744797,0.42006223,0.419851643,2579048,2577304
"6964","DSQClickOnResultsRate",2016-08-04,0.540873177,0.540815518,0.419451592,0.419292828,2699308,2698319
"6965","DSQClickOnResultsRate",2016-08-05,0.538362623,0.538534664,0.41936456,0.419250925,2606887,2609858
"6966","DSQClickOnResultsRate",2016-08-06,0.503160704,0.502998875,0.418626209,0.418646305,1849581,1850491
"6967","DSQClickOnResultsRate",2016-08-07,0.498113368,0.498522007,0.417629642,0.417611983,2031540,2031116
"6968","DSQClickOnResultsRate",2016-08-08,0.54429884,0.544301243,0.417999152,0.417904124,3067179,3071534
"6969","DSQClickOnResultsRate",2016-08-09,0.537331957,0.53783636,0.418644433,0.418533474,2999552,2999667
"6970","DSQClickOnResultsRate",2016-08-10,0.503552562,0.50398435,0.418926101,0.41863823,3020886,3020433
"6971","DSQClickOnResultsRate",2016-08-11,0.504049051,0.504389953,0.418512029,0.418328835,2967085,2969788
"6972","DSQClickOnResultsRate",2016-08-12,0.502226895,0.50305481,0.418875305,0.418608836,2791656,2793814
"6973","DSQClickOnResultsRate_DSATClick",2016-07-30,0.057561078,0.057662505,0.174908259,0.174991068,1686301,1685535
"6974","DSQClickOnResultsRate_DSATClick",2016-07-31,0.057353811,0.057506012,0.173758786,0.1741337,1730898,1731642
"6975","DSQClickOnResultsRate_DSATClick",2016-08-01,0.05987661,0.06000219,0.176842008,0.176901138,2616209,2618267
"6976","DSQClickOnResultsRate_DSATClick",2016-08-02,0.06023629,0.059801335,0.177376649,0.176634364,2601215,2601808
"6977","DSQClickOnResultsRate_DSATClick",2016-08-03,0.058847892,0.058665137,0.1755333,0.175139866,2579048,2577304
"6978","DSQClickOnResultsRate_DSATClick",2016-08-04,0.059051136,0.058629067,0.175741258,0.174913827,2699308,2698319
"6979","DSQClickOnResultsRate_DSATClick",2016-08-05,0.059453807,0.059065819,0.176350836,0.175603969,2606887,2609858
"6980","DSQClickOnResultsRate_DSATClick",2016-08-06,0.056963048,0.057196522,0.173279264,0.17371154,1849581,1850491
"6981","DSQClickOnResultsRate_DSATClick",2016-08-07,0.056274254,0.056265908,0.171756012,0.171760269,2031540,2031116
"6982","DSQClickOnResultsRate_DSATClick",2016-08-08,0.059842933,0.059835163,0.17631323,0.176030348,3067179,3071534
"6983","DSQClickOnResultsRate_DSATClick",2016-08-09,0.058772593,0.058842494,0.174764506,0.174805207,2999552,2999667
"6984","DSQClickOnResultsRate_DSATClick",2016-08-10,0.052140734,0.052251795,0.164819837,0.164943598,3020886,3020433
"6985","DSQClickOnResultsRate_DSATClick",2016-08-11,0.051957005,0.052087574,0.164832848,0.164787335,2967085,2969788
"6986","DSQClickOnResultsRate_DSATClick",2016-08-12,0.051912361,0.051963494,0.165059205,0.165026287,2791656,2793814
"6987","DSQClickOnResultsRate_SATClick",2016-07-30,0.487549921,0.488003804,0.418779343,0.418582486,1686301,1685535
"6988","DSQClickOnResultsRate_SATClick",2016-07-31,0.482596646,0.483442344,0.417389626,0.417489096,1730898,1731642
"6989","DSQClickOnResultsRate_SATClick",2016-08-01,0.523230836,0.523277565,0.418379507,0.418320839,2616209,2618267
"6990","DSQClickOnResultsRate_SATClick",2016-08-02,0.521162532,0.521436163,0.418633435,0.418864034,2601215,2601808
"6991","DSQClickOnResultsRate_SATClick",2016-08-03,0.516639296,0.516711967,0.419474088,0.419223911,2579048,2577304
"6992","DSQClickOnResultsRate_SATClick",2016-08-04,0.515594737,0.515705985,0.418868134,0.41868662,2699308,2698319
"6993","DSQClickOnResultsRate_SATClick",2016-08-05,0.512839741,0.512894592,0.418790312,0.418677467,2606887,2609858
"6994","DSQClickOnResultsRate_SATClick",2016-08-06,0.478969518,0.478693575,0.41706852,0.417024012,1849581,1850491
"6995","DSQClickOnResultsRate_SATClick",2016-08-07,0.474300821,0.474754945,0.415943358,0.415929911,2031540,2031116
"6996","DSQClickOnResultsRate_SATClick",2016-08-08,0.518674504,0.518577912,0.417553348,0.41742502,3067179,3071534
"6997","DSQClickOnResultsRate_SATClick",2016-08-09,0.512072136,0.512554897,0.418059876,0.417910446,2999552,2999667
"6998","DSQClickOnResultsRate_SATClick",2016-08-10,0.479682821,0.479979639,0.417213946,0.416971738,3020886,3020433
"6999","DSQClickOnResultsRate_SATClick",2016-08-11,0.480261866,0.480489578,0.416818847,0.416652503,2967085,2969788
"7000","DSQClickOnResultsRate_SATClick",2016-08-12,0.478055624,0.478897555,0.417212667,0.41701293,2791656,2793814
"7001","DSQClickOnResults_Other",2016-07-30,0.128832278,0.129429528,0.501539578,0.499644148,1686301,1685535
"7002","DSQClickOnResults_Other",2016-07-31,0.132089817,0.131360293,0.50594738,0.505656456,1730898,1731642
"7003","DSQClickOnResults_Other",2016-08-01,0.127323926,0.127763899,0.491356256,0.492219826,2616209,2618267
"7004","DSQClickOnResults_Other",2016-08-02,0.126544326,0.126967094,0.491231413,0.486657051,2601215,2601808
"7005","DSQClickOnResults_Other",2016-08-03,0.123254782,0.123558183,0.486782503,0.481540507,2579048,2577304
"7006","DSQClickOnResults_Other",2016-08-04,0.122809253,0.122870943,0.487428392,0.475561326,2699308,2698319
"7007","DSQClickOnResults_Other",2016-08-05,0.124453419,0.125283445,0.49596642,0.482986074,2606887,2609858
"7008","DSQClickOnResults_Other",2016-08-06,0.129527715,0.130013602,0.499524956,0.501337671,1849581,1850491
"7009","DSQClickOnResults_Other",2016-08-07,0.130313949,0.130608493,0.498716663,0.498713483,2031540,2031116
"7010","DSQClickOnResults_Other",2016-08-08,0.129494888,0.129345467,0.501903083,0.490579171,3067179,3071534
"7011","DSQClickOnResults_Other",2016-08-09,0.126028487,0.12681641,0.496693516,0.484304136,2999552,2999667
"7012","DSQClickOnResults_Other",2016-08-10,0.114870604,0.115433449,0.470144412,0.462677784,3020886,3020433
